Gender,Age,Openness,Neuroticism,Conscientiousness,Agreeableness,Extraversion,Personality (Class label)
Male,24,6,2,5,2,2,lively
Male,25,5,5,1,7,6,extraverted
Female,26,6,2,6,3,3,lively
Male,23,7,4,7,5,5,serious
Female,18,4,4,6,3,5,serious
Male,19,2,4,5,5,6,serious
Male,20,2,2,4,7,5,serious
Female,17,3,7,3,3,7,extraverted
Female,21,5,4,6,1,5,serious
Male,18,5,4,6,2,1,responsible
Female,19,2,5,4,6,3,responsible
Female,22,3,6,6,1,6,serious
Female,20,8,2,5,1,4,extraverted
Female,25,4,6,6,3,6,dependable
Male,24,5,6,3,3,8,serious
Female,17,5,6,6,2,3,responsible
Female,21,5,6,7,4,6,dependable
Female,25,2,5,4,4,7,serious
Male,23,5,7,1,3,6,extraverted
Male,17,6,5,6,2,7,serious
Male,19,5,5,5,4,3,serious
Female,24,2,6,7,4,6,serious
Male,24,4,5,5,6,2,lively
Female,19,6,6,5,3,6,extraverted
Male,28,4,7,6,2,5,serious
Female,20,3,5,3,8,5,extraverted
Female,21,4,4,5,6,4,serious
Male,19,5,2,7,7,6,serious
Male,24,6,4,5,2,6,serious
Female,25,3,2,7,2,3,responsible
Male,26,6,4,6,6,4,serious
Female,21,7,5,5,1,5,dependable
Male,19,5,5,4,2,7,serious
Female,18,3,5,4,8,7,serious
Female,20,4,5,5,2,4,responsible
Male,19,1,4,6,7,5,serious
Male,21,5,6,5,1,4,serious
Male,21,3,4,6,4,7,serious
Male,18,3,3,5,7,5,serious
Male,19,5,1,1,5,5,serious
Female,24,6,4,4,1,7,serious
Male,23,3,6,5,5,6,serious
Male,25,7,2,5,5,5,serious
Female,23,3,3,3,5,4,responsible
Female,19,4,6,5,4,4,extraverted
Male,20,4,4,5,7,6,serious
Female,21,5,4,2,5,8,serious
Male,19,5,5,7,7,4,serious
Female,18,5,7,7,4,5,extraverted
Male,20,6,4,7,6,5,serious
Male,23,7,5,4,6,6,serious
Male,19,7,6,4,3,5,extraverted
Female,26,5,6,5,7,3,extraverted
Male,20,5,3,7,8,6,serious
Male,18,6,2,7,6,4,lively
Female,23,2,2,6,4,6,serious
Female,21,4,3,4,5,6,serious
Male,21,1,1,6,5,6,serious
Female,17,6,3,5,6,4,serious
Male,24,4,4,4,5,6,dependable
Female,19,6,3,2,4,3,responsible
Female,22,5,5,5,5,6,responsible
Female,21,5,3,6,8,6,serious
Female,20,6,2,5,6,7,serious
Male,23,3,6,6,4,3,serious
Male,19,5,4,4,5,5,serious
Female,23,5,6,6,6,3,extraverted
Female,18,5,5,8,6,5,serious
Female,18,4,5,6,5,6,serious
Female,24,6,5,5,6,3,extraverted
Female,18,2,7,1,4,8,extraverted
Female,23,6,6,1,2,2,extraverted
Female,18,7,4,3,6,1,extraverted
Male,19,5,5,4,6,4,dependable
Male,19,4,7,4,6,8,serious
Female,22,6,2,1,6,6,serious
Female,19,5,6,2,5,5,extraverted
Male,18,7,2,7,3,6,dependable
Male,19,3,4,3,6,5,serious
Male,20,6,1,1,7,6,serious
Female,18,4,6,7,7,7,serious
Male,22,6,1,5,6,4,lively
Male,19,5,1,1,2,8,serious
Male,25,5,5,6,6,5,extraverted
Female,17,6,6,4,7,5,extraverted
Female,19,4,1,5,7,5,serious
Male,18,4,3,3,7,4,serious
Male,17,5,1,5,7,6,serious
Female,23,6,7,5,7,6,extraverted
Male,20,6,2,5,8,1,lively
Female,25,6,1,4,6,3,lively
Male,20,4,1,2,7,5,responsible
Female,21,7,4,5,7,7,serious
Male,22,5,4,7,5,3,lively
Male,19,7,2,1,6,5,serious
Male,20,6,1,3,7,5,serious
Male,19,5,5,3,7,6,responsible
Female,19,4,1,6,6,4,responsible
Female,19,5,5,5,4,6,serious
Female,22,5,1,5,6,6,dependable
Female,19,6,6,7,6,5,dependable
Male,24,5,1,2,5,4,serious
Male,19,6,6,6,4,4,serious
Male,19,6,7,7,4,4,dependable
Female,18,4,5,5,4,5,responsible
Female,22,3,4,3,1,5,responsible
Female,19,5,5,2,7,7,extraverted
Male,18,7,2,5,5,5,serious
Female,19,6,5,5,4,7,serious
Female,22,5,3,6,6,5,serious
Male,19,5,5,5,6,6,serious
Female,19,6,1,7,3,7,serious
Female,19,5,1,3,7,6,serious
Female,25,5,3,2,7,7,dependable
Female,19,6,4,3,5,4,extraverted
Male,19,3,4,5,6,6,serious
Male,18,6,3,6,7,5,serious
Male,26,6,4,5,5,5,serious
Female,22,4,4,1,7,6,serious
Female,17,7,3,5,3,6,serious
Male,20,6,1,6,4,4,lively
Female,23,5,7,6,5,6,extraverted
Female,19,5,6,5,4,4,extraverted
Male,19,6,5,4,5,7,responsible
Male,22,3,4,3,4,3,responsible
Female,21,5,7,2,6,5,extraverted
Male,18,3,5,7,3,6,serious
Female,19,5,6,4,2,7,serious
Female,19,3,5,3,3,2,responsible
Female,20,5,6,5,6,1,extraverted
Female,19,5,4,3,5,5,serious
Male,23,4,3,2,6,6,dependable
Female,20,3,4,7,6,6,serious
Female,17,2,6,6,2,5,responsible
Male,18,4,4,4,4,4,lively
Female,21,6,6,5,6,5,extraverted
Male,22,7,7,2,5,7,responsible
Female,19,4,7,7,3,5,extraverted
Female,25,3,3,5,4,5,serious
Female,26,1,5,5,5,5,serious
Male,27,1,5,2,7,6,serious
Female,18,4,2,3,5,5,responsible
Female,17,5,5,3,1,5,responsible
Female,19,6,1,5,5,6,serious
Male,19,6,3,3,6,5,serious
Female,23,7,2,4,6,4,lively
Female,22,7,3,4,4,5,serious
Male,23,3,3,5,4,7,responsible
Male,21,4,4,1,6,4,serious
Male,17,7,1,4,5,4,lively
Male,20,5,6,6,3,4,serious
Female,20,6,5,4,4,5,extraverted
Female,18,4,4,1,5,6,extraverted
Female,24,4,4,4,6,3,extraverted
Male,19,7,3,3,5,6,serious
Male,18,4,3,6,6,3,serious
Female,19,6,6,2,3,5,extraverted
Female,23,6,6,6,3,3,extraverted
Male,21,5,5,2,7,5,serious
Female,21,6,4,6,6,5,serious
Male,25,7,7,5,6,6,extraverted
Male,18,3,6,7,4,3,lively
Male,17,7,5,7,5,1,lively
Male,20,3,4,6,6,5,serious
Female,18,5,5,5,7,4,extraverted
Male,24,5,6,7,4,5,serious
Female,19,6,6,6,5,5,extraverted
Male,18,3,5,4,4,2,responsible
Female,18,5,4,6,7,4,dependable
Male,21,6,4,7,5,5,serious
Male,18,4,6,3,6,5,serious
Male,17,5,4,5,8,1,lively
Female,17,5,4,6,7,5,extraverted
Female,21,5,5,7,6,4,serious
Male,20,7,5,5,4,5,serious
Male,18,6,3,6,6,6,serious
Female,19,3,5,3,5,5,extraverted
Female,23,6,6,6,4,6,responsible
Male,18,8,3,6,7,6,serious
Female,18,2,7,6,6,4,extraverted
Female,20,6,6,1,5,5,responsible
Male,24,6,7,3,1,5,extraverted
Female,20,5,8,2,5,7,extraverted
Male,18,7,7,8,4,2,lively
Male,18,6,6,3,6,6,dependable
Male,23,6,6,3,6,3,extraverted
Female,18,7,7,7,5,6,dependable
Male,21,7,6,6,6,5,serious
Male,21,6,7,7,4,5,dependable
Male,22,4,6,3,5,4,lively
Male,18,5,7,5,4,5,extraverted
Female,19,6,6,5,4,4,dependable
Male,19,2,5,5,3,7,serious
Male,23,5,4,6,4,5,serious
Male,19,7,8,7,4,3,extraverted
Male,19,1,6,7,8,7,serious
Female,20,3,7,3,2,5,extraverted
Female,18,5,6,7,5,4,responsible
Male,21,6,7,7,6,5,serious
Female,20,2,6,5,5,3,extraverted
Male,17,3,7,6,3,7,serious
Male,22,3,7,6,6,7,serious
Female,19,6,6,3,5,7,serious
Female,17,6,7,4,4,5,extraverted
Male,20,3,7,7,5,6,serious
Male,22,4,4,5,2,3,serious
Female,19,6,8,1,3,6,extraverted
Male,19,6,5,6,7,5,serious
Female,21,4,5,7,7,5,serious
Male,18,7,5,7,5,5,serious
Male,26,2,5,3,6,6,serious
Female,26,3,6,6,6,5,extraverted
Male,24,5,4,5,7,8,serious
Female,18,2,6,6,7,6,extraverted
Female,20,5,6,2,2,3,extraverted
Male,18,6,5,5,5,7,serious
Male,19,1,5,4,7,6,serious
Female,22,3,3,2,6,4,responsible
Female,17,6,6,3,6,5,extraverted
Female,21,2,3,7,8,5,serious
Male,20,4,7,3,5,4,responsible
Male,19,7,3,4,7,5,serious
Male,17,6,6,2,5,6,extraverted
Male,20,6,4,8,5,5,serious
Female,18,1,4,2,5,5,lively
Female,22,5,3,4,5,2,responsible
Female,19,6,8,6,4,4,extraverted
Male,18,5,1,6,6,3,lively
Male,20,7,4,7,6,7,serious
Female,19,6,2,3,5,4,responsible
Female,5,5,5,5,5,5,responsible
Female,21,7,1,7,8,5,lively
Male,22,6,2,2,4,4,dependable
Male,19,4,4,5,4,5,serious
Male,20,5,5,3,4,3,serious
Female,18,5,4,4,6,6,serious
Male,19,4,3,1,7,5,serious
Female,22,7,4,4,3,6,responsible
Male,18,6,6,3,2,6,serious
Female,18,5,8,5,5,4,extraverted
Male,20,1,7,6,3,7,serious
Female,22,5,5,4,5,3,lively
Male,17,3,2,7,4,6,serious
Female,18,6,6,8,2,1,responsible
Female,19,6,2,7,1,4,responsible
Female,21,5,6,3,5,4,serious
Male,24,4,6,5,6,2,extraverted
Female,21,1,6,7,4,6,serious
Male,20,4,6,6,3,6,serious
Male,19,4,2,6,2,3,responsible
Male,19,7,7,4,4,5,extraverted
Male,17,6,5,5,5,5,responsible
Female,17,7,6,5,5,5,extraverted
Male,22,7,5,7,2,3,lively
Female,17,6,7,7,4,5,responsible
Male,18,6,6,7,6,5,serious
Female,19,6,5,5,6,4,extraverted
Female,23,6,5,7,4,3,extraverted
Male,20,7,7,2,7,6,extraverted
Male,21,5,8,5,6,6,extraverted
Female,20,5,6,4,6,7,extraverted
Female,20,5,5,4,4,5,lively
Male,19,4,6,6,4,5,serious
Male,25,5,8,4,6,6,extraverted
Female,25,7,4,3,8,5,extraverted
Male,17,3,7,1,5,5,extraverted
Female,18,5,5,6,6,4,extraverted
Female,25,5,8,7,1,1,extraverted
Female,22,6,5,5,7,5,extraverted
Male,17,6,3,7,1,8,serious
Male,18,5,6,6,4,4,serious
Male,23,4,4,5,6,4,serious
Male,24,4,7,7,3,6,serious
Female,19,6,3,2,4,8,serious
Female,19,4,5,6,5,5,serious
Female,17,6,3,6,4,6,serious
Male,20,1,2,5,8,4,serious
Male,18,3,3,6,5,5,serious
Male,22,4,4,7,5,6,serious
Female,19,6,5,6,4,3,extraverted
Male,18,2,5,8,3,7,dependable
Male,18,7,5,6,2,7,serious
Male,23,6,7,5,4,3,extraverted
Female,18,5,7,3,5,6,extraverted
Female,63,4,2,1,6,7,Serious
Male,60,6,1,7,5,5,Serious
Female,25,8,3,1,9,6,Dependable
Male,22,10,4,10,9,6,Dependable
Female,52,6,3,4,7,9,Extraverted
Male,27,8,7,2,10,9,Dependable
Female,49,10,1,3,10,3,Extraverted
Male,24,3,4,7,9,6,Dependable
Female,18,1,7,1,3,10,Dependable
Male,23,8,5,5,10,1,Dependable
Female,37,1,10,3,8,7,Lively
Male,19,9,8,7,3,9,Dependable
Female,52,9,3,4,10,4,Extraverted
Male,26,5,4,8,5,3,Dependable
Female,44,6,2,10,1,1,Extraverted
Male,57,2,3,6,9,3,Serious
Female,56,3,1,1,3,4,Serious
Male,64,8,2,5,6,2,Serious
Female,54,10,5,2,1,5,Serious
Male,21,6,1,9,2,5,Dependable
Female,56,1,7,5,7,8,Serious
Male,26,8,9,3,1,6,Dependable
Female,38,8,10,1,5,7,Responsible
Male,59,3,8,5,2,4,Serious
Female,52,8,10,7,5,4,Extraverted
Male,28,1,9,9,1,3,Lively
Female,18,7,3,10,6,10,Dependable
Male,37,6,1,5,3,3,Responsible
Female,43,8,10,3,5,2,Responsible
Male,34,10,6,7,8,2,Responsible
Female,57,3,7,7,6,4,Serious
Male,49,6,10,2,4,8,Extraverted
Female,36,10,7,9,1,4,Responsible
Male,62,7,2,7,3,1,Serious
Female,47,5,6,6,1,10,Extraverted
Male,54,5,8,6,3,1,Serious
Female,36,6,4,5,1,3,Responsible
Male,19,2,4,6,2,5,Dependable
Female,29,10,2,3,1,2,Responsible
Male,38,8,5,3,10,6,Responsible
Female,45,4,5,3,2,3,Extraverted
Male,57,6,6,9,1,8,Serious
Female,44,9,9,5,10,7,Responsible
Male,49,1,4,3,8,8,Extraverted
Female,30,10,10,4,5,2,Responsible
Male,60,5,8,10,8,3,Serious
Female,30,1,3,4,2,6,Lively
Male,54,5,2,2,7,10,Extraverted
Female,20,3,4,1,5,2,Dependable
Male,35,6,1,8,5,3,Responsible
Female,29,3,3,3,3,7,Lively
Male,34,9,2,8,2,5,Responsible
Female,44,3,10,5,2,6,Extraverted
Male,19,1,10,8,7,7,Dependable
Female,62,2,7,2,3,6,Serious
Male,58,8,9,7,7,10,Serious
Female,45,10,6,8,6,10,Responsible
Male,60,1,8,5,6,2,Serious
Female,47,8,8,3,6,5,Extraverted
Male,52,3,5,5,10,2,Extraverted
Female,19,9,3,1,7,5,Dependable
Male,38,8,6,2,4,6,Responsible
Female,19,7,9,2,10,4,Dependable
Male,25,8,10,3,6,3,Dependable
Female,39,3,4,10,2,10,Lively
Male,30,5,6,2,3,2,Lively
Female,57,1,9,6,3,9,Serious
Male,60,4,9,8,3,8,Serious
Female,37,9,4,2,1,5,Responsible
Male,45,2,4,6,10,8,Extraverted
Female,52,10,7,9,2,9,Extraverted
Male,23,9,9,4,4,6,Dependable
Female,41,5,3,3,2,8,Responsible
Male,27,9,8,2,3,3,Dependable
Female,27,2,9,4,3,2,Dependable
Male,30,4,1,8,5,7,Lively
Female,33,8,7,8,9,1,Responsible
Male,39,3,3,9,9,2,Lively
Female,62,7,1,3,5,8,Serious
Male,56,2,7,4,10,3,Serious
Female,31,1,1,3,2,3,Lively
Male,55,1,3,2,5,4,Serious
Female,18,5,4,10,8,9,Dependable
Male,55,10,2,9,7,2,Serious
Female,30,10,10,2,9,6,Responsible
Male,42,2,4,7,6,9,Lively
Female,19,5,10,3,1,10,Dependable
Male,61,6,2,3,3,6,Serious
Female,37,9,5,1,8,3,Responsible
Male,46,9,8,9,10,10,Extraverted
Female,20,6,3,6,10,8,Dependable
Male,47,7,3,3,9,3,Extraverted
Female,18,10,1,2,4,1,Dependable
Male,29,8,3,9,6,5,Dependable
Female,50,3,9,9,7,5,Extraverted
Male,57,6,1,10,10,8,Serious
Female,38,10,8,3,10,2,Responsible
Male,32,6,1,1,10,8,Lively
Female,48,10,1,5,5,10,Extraverted
Male,50,2,8,9,5,1,Extraverted
Female,32,9,3,2,10,6,Responsible
Male,58,3,6,5,6,2,Serious
Female,37,8,2,1,8,4,Responsible
Male,18,1,7,8,2,5,Dependable
Female,45,1,1,3,4,6,Extraverted
Male,30,4,8,5,9,5,Lively
Female,22,8,9,7,2,6,Dependable
Male,30,1,10,5,9,7,Lively
Female,48,7,2,5,1,8,Extraverted
Male,53,1,4,2,10,8,Extraverted
Female,47,7,10,9,8,6,Extraverted
Male,27,6,7,6,1,3,Dependable
Female,57,2,4,4,2,5,Serious
Male,51,8,10,8,9,1,Extraverted
Female,35,6,6,7,4,4,Responsible
Male,36,10,4,6,7,10,Responsible
Female,57,3,4,10,9,6,Serious
Male,25,6,6,9,1,8,Dependable
Female,61,8,4,7,4,6,Serious
Male,55,4,3,7,1,7,Serious
Female,19,8,4,2,2,7,Dependable
Male,44,5,8,1,6,3,Extraverted
Female,61,9,9,6,1,8,Serious
Male,55,3,10,1,8,1,Serious
Female,61,2,6,7,3,9,Serious
Male,40,9,10,6,4,3,Responsible
Female,26,3,8,7,9,4,Dependable
Male,22,3,9,1,10,10,Dependable
Female,58,3,10,3,7,1,Serious
Male,18,6,10,4,5,1,Dependable
Female,24,8,8,4,1,1,Dependable
Male,39,4,9,5,1,7,Lively
Female,61,3,9,2,2,5,Serious
Male,40,2,3,2,1,7,Lively
Female,35,7,2,5,7,10,Responsible
Male,20,8,5,9,2,3,Dependable
Female,25,5,3,1,7,1,Dependable
Male,28,6,2,5,8,5,Dependable
Female,39,6,8,3,10,10,Responsible
Male,53,6,4,9,5,4,Extraverted
Female,51,10,6,4,1,9,Extraverted
Male,30,8,4,6,1,5,Responsible
Female,40,2,10,1,7,4,Lively
Male,19,7,10,4,8,5,Dependable
Female,35,9,3,8,8,7,Responsible
Male,54,3,3,10,1,2,Extraverted
Female,22,5,3,2,1,1,Dependable
Male,49,6,3,5,8,6,Extraverted
Female,39,7,10,1,4,6,Responsible
Male,50,7,7,5,4,7,Extraverted
Female,34,10,1,5,2,7,Responsible
Male,23,6,4,5,4,4,Dependable
Female,21,7,10,9,5,1,Dependable
Male,22,1,1,9,7,1,Dependable
Female,59,7,4,5,1,3,Serious
Male,36,4,2,2,10,10,Lively
Female,44,3,8,3,3,7,Extraverted
Male,54,6,3,1,9,7,Serious
Female,24,8,10,6,4,8,Dependable
Male,37,5,6,4,5,1,Responsible
Female,43,2,7,2,3,1,Extraverted
Male,40,3,6,5,4,1,Lively
Female,52,6,1,5,1,10,Extraverted
Male,27,8,1,9,10,5,Dependable
Female,52,4,3,1,4,2,Extraverted
Male,64,5,10,4,9,3,Serious
Female,39,9,3,1,7,1,Responsible
Male,45,8,1,4,1,10,Extraverted
Female,61,2,9,7,5,5,Serious
Male,62,9,7,4,4,10,Serious
Female,26,7,4,8,5,4,Dependable
Male,41,6,3,8,7,5,Responsible
Female,62,3,6,8,8,7,Serious
Male,47,9,10,10,8,7,Extraverted
Female,58,2,4,7,4,6,Serious
Male,46,3,8,8,10,4,Extraverted
Female,61,4,3,1,6,10,Serious
Male,37,2,3,4,2,2,Lively
Female,53,6,8,7,8,6,Extraverted
Male,34,10,2,1,2,7,Responsible
Female,45,4,10,5,5,2,Extraverted
Male,40,10,6,1,10,2,Responsible
Female,60,1,2,6,3,7,Serious
Male,26,1,1,7,5,8,Dependable
Female,38,4,8,1,9,5,Lively
Male,50,3,9,9,2,10,Extraverted
Female,54,1,10,2,2,6,Extraverted
Male,29,3,7,6,6,9,Lively
Female,62,9,1,2,2,2,Serious
Male,48,5,4,1,1,3,Extraverted
Female,28,1,8,6,6,2,Lively
Male,55,3,8,1,3,5,Serious
Female,46,3,5,2,9,5,Extraverted
Male,58,2,5,5,5,3,Serious
Female,52,6,6,3,6,9,Extraverted
Male,46,4,4,10,7,8,Extraverted
Female,54,3,2,9,5,9,Extraverted
Male,31,2,8,6,8,9,Lively
Female,44,9,3,7,9,4,Responsible
Male,45,5,3,5,7,2,Extraverted
Female,54,10,6,7,2,7,Serious
Male,26,6,10,4,5,8,Dependable
Female,53,10,3,9,5,9,Serious
Male,57,1,1,7,5,1,Serious
Female,53,8,8,9,6,5,Extraverted
Male,52,9,3,8,5,6,Extraverted
Female,43,5,1,3,1,5,Extraverted
Male,36,3,4,5,4,9,Lively
Female,47,9,3,3,10,8,Extraverted
Male,58,8,1,10,1,1,Serious
Female,57,1,4,1,3,1,Serious
Male,61,5,1,7,7,9,Serious
Female,49,6,6,7,10,10,Extraverted
Male,24,5,1,1,3,2,Dependable
Female,50,10,9,5,8,9,Extraverted
Male,18,3,10,1,8,5,Dependable
Female,61,8,3,10,3,10,Serious
Male,53,10,8,8,1,1,Serious
Female,36,5,5,6,2,5,Lively
Male,28,3,8,9,3,8,Lively
Female,42,1,8,9,6,1,Lively
Male,30,9,10,1,4,8,Responsible
Female,51,4,3,9,6,8,Extraverted
Male,49,1,10,9,9,6,Extraverted
Female,42,10,10,9,9,8,Responsible
Male,55,7,5,5,3,9,Serious
Female,59,8,8,1,5,2,Serious
Male,64,6,2,3,4,5,Serious
Female,41,9,5,3,8,8,Responsible
Male,21,10,4,9,7,2,Dependable
Female,62,1,10,5,1,7,Serious
Male,59,2,1,3,5,8,Serious
Female,50,8,9,6,3,6,Extraverted
Male,20,4,3,3,9,9,Dependable
Female,20,10,7,2,10,8,Dependable
Male,18,10,5,4,7,7,Dependable
Female,50,7,4,3,2,8,Extraverted
Male,63,9,10,8,1,8,Serious
Female,41,2,10,10,6,4,Lively
Male,49,4,1,1,8,10,Extraverted
Female,23,6,3,2,1,5,Dependable
Male,42,2,10,10,3,10,Lively
Female,24,3,2,8,8,9,Dependable
Male,50,9,4,8,4,10,Extraverted
Female,48,9,10,7,3,9,Extraverted
Male,46,4,1,6,2,6,Extraverted
Female,39,9,4,5,5,4,Responsible
Male,24,7,4,9,1,10,Dependable
Female,48,8,9,7,5,7,Extraverted
Male,44,5,10,4,4,10,Extraverted
Female,49,1,2,8,2,5,Extraverted
Male,24,4,1,8,10,5,Dependable
Female,25,4,5,9,5,7,Dependable
Male,52,4,6,9,8,8,Extraverted
Female,41,2,4,8,4,4,Lively
Male,47,8,9,3,10,10,Extraverted
Female,22,8,4,3,3,3,Dependable
Male,23,8,10,6,10,6,Dependable
Female,22,10,6,5,5,1,Dependable
Male,29,5,8,7,5,1,Dependable
Female,28,9,1,8,9,8,Dependable
Male,36,5,10,9,3,1,Lively
Female,38,1,1,4,6,1,Lively
Male,31,2,4,10,8,6,Lively
Female,20,5,5,2,4,1,Dependable
Male,48,6,10,1,7,3,Extraverted
Female,21,5,5,1,3,4,Dependable
Male,27,10,7,2,4,2,Dependable
Female,34,2,4,3,1,7,Lively
Male,60,7,9,4,10,4,Serious
Female,41,5,10,6,2,6,Responsible
Male,52,8,3,7,10,10,Extraverted
Female,27,8,1,5,5,7,Dependable
Male,60,8,7,4,8,1,Serious
Female,64,5,8,3,8,10,Serious
Male,61,3,2,7,1,8,Serious
Female,53,10,1,1,6,2,Serious
Male,40,4,1,7,3,4,Lively
Female,58,5,3,2,4,9,Serious
Male,45,9,3,7,10,5,Responsible
Female,27,4,8,7,10,3,Dependable
Male,48,3,8,2,8,9,Extraverted
Female,41,1,6,8,3,7,Lively
Male,48,8,8,2,2,9,Extraverted
Female,42,10,6,1,10,7,Responsible
Male,52,1,7,4,2,10,Extraverted
Female,62,3,1,10,2,7,Serious
Male,56,9,7,2,10,6,Serious
Female,40,4,1,5,9,7,Lively
Male,19,5,5,2,3,1,Dependable
Female,28,8,5,2,9,7,Dependable
Male,49,10,6,5,1,3,Extraverted
Female,18,1,8,1,2,5,Dependable
Male,34,2,3,7,7,5,Lively
Female,36,2,6,2,10,7,Lively
Male,39,2,10,6,10,10,Lively
Female,31,1,3,9,6,6,Lively
Male,55,3,8,4,2,1,Serious
Female,31,10,7,5,1,6,Responsible
Male,30,9,9,6,10,4,Responsible
Female,57,5,8,1,3,4,Serious
Male,23,9,9,9,5,9,Dependable
Female,33,4,5,7,8,4,Lively
Male,41,3,10,2,4,4,Lively
Female,31,8,4,1,3,7,Responsible
Male,27,9,3,5,3,5,Dependable
Female,48,3,2,7,6,4,Extraverted
Male,57,1,9,8,8,8,Serious
Female,59,6,4,9,3,6,Serious
Male,18,1,5,9,2,6,Dependable
Female,51,7,10,3,5,4,Extraverted
Male,41,10,5,5,6,4,Responsible
Female,40,8,5,4,6,6,Responsible
Male,49,6,3,5,1,3,Extraverted
Female,21,2,7,2,5,7,Dependable
Male,50,9,8,1,6,3,Extraverted
Female,56,5,8,8,5,6,Serious
Male,45,4,10,6,9,3,Extraverted
Female,52,9,8,4,3,9,Extraverted
Male,54,2,9,2,6,6,Extraverted
Female,44,4,8,4,1,10,Extraverted
Male,38,1,2,5,5,7,Lively
Female,42,3,6,6,10,10,Lively
Male,20,4,5,5,10,7,Dependable
Female,60,8,6,3,6,2,Serious
Male,42,6,2,3,4,1,Responsible
Female,35,9,6,3,1,1,Responsible
Male,58,5,3,7,9,10,Serious
Female,36,1,8,10,4,9,Lively
Male,63,4,2,2,7,9,Serious
Female,20,5,6,2,2,3,Dependable
Male,36,3,3,5,10,2,Lively
Female,40,3,1,6,4,3,Lively
Male,56,2,9,8,1,3,Serious
Female,42,8,1,6,7,5,Responsible
Male,36,10,4,1,5,7,Responsible
Female,32,6,2,6,5,2,Lively
Male,45,9,2,3,5,7,Responsible
Female,31,6,5,4,7,3,Lively
Male,38,5,10,9,7,7,Lively
Female,48,8,7,3,2,3,Extraverted
Male,60,3,9,10,7,10,Serious
Female,41,8,3,8,4,6,Responsible
Male,36,5,6,1,5,1,Responsible
Female,41,2,1,3,7,1,Lively
Male,63,3,4,2,7,3,Serious
Female,26,2,2,6,3,4,Dependable
Male,59,9,2,2,2,10,Serious
Female,28,1,8,7,9,8,Lively
Male,42,10,3,3,1,10,Responsible
Female,61,2,8,9,4,10,Serious
Male,22,8,2,10,7,6,Dependable
Female,46,10,6,6,4,7,Responsible
Male,56,5,5,3,2,4,Serious
Female,63,2,2,3,5,5,Serious
Male,47,5,8,1,1,10,Extraverted
Female,55,8,6,10,10,5,Serious
Male,41,2,4,10,6,4,Lively
Female,62,1,10,5,5,9,Serious
Male,62,7,6,5,2,2,Serious
Female,47,8,1,2,7,6,Extraverted
Male,36,9,5,9,3,4,Responsible
Female,61,7,3,7,9,1,Serious
Male,62,7,8,5,4,6,Serious
Female,27,8,1,3,10,1,Dependable
Male,61,8,1,3,8,2,Serious
Female,31,10,4,5,6,7,Responsible
Male,54,9,4,8,3,7,Serious
Female,20,6,10,7,6,1,Dependable
Male,22,1,7,10,9,4,Dependable
Female,32,1,4,3,6,9,Lively
Male,47,3,5,8,2,8,Extraverted
Female,36,4,9,4,6,7,Lively
Male,54,2,1,9,4,9,Extraverted
Female,31,5,1,1,10,10,Lively
Male,30,3,1,7,4,5,Lively
Female,47,6,8,10,4,9,Extraverted
Male,26,6,4,9,9,3,Dependable
Female,53,6,5,5,5,5,Extraverted
Male,51,8,2,4,9,6,Extraverted
Female,25,8,7,9,10,5,Dependable
Male,53,7,10,9,1,7,Extraverted
Female,63,5,9,5,9,8,Serious
Male,27,7,7,1,7,9,Dependable
Female,22,6,10,1,10,8,Dependable
Male,34,3,7,8,8,6,Lively
Female,19,4,3,10,6,5,Dependable
Male,28,7,3,6,4,2,Dependable
Female,42,4,9,6,7,1,Extraverted
Male,42,1,9,6,3,10,Lively
Female,54,9,9,3,5,9,Serious
Male,42,10,9,9,4,7,Responsible
Female,37,7,5,6,7,7,Responsible
Male,43,4,3,1,1,2,Extraverted
Female,52,5,8,5,4,1,Extraverted
Male,55,6,5,4,4,6,Serious
Female,20,2,6,7,1,4,Dependable
Male,63,10,2,3,5,6,Serious
Female,18,6,1,3,3,3,Dependable
Male,49,5,4,9,2,2,Extraverted
Female,51,5,6,2,7,9,Extraverted
Male,32,2,3,9,5,3,Lively
Female,30,8,3,5,3,8,Dependable
Male,20,8,8,5,7,3,Dependable
Female,34,2,8,7,1,1,Lively
Male,27,5,9,4,6,1,Dependable
Female,50,7,5,5,2,5,Extraverted
Male,48,5,5,7,1,1,Extraverted
Female,60,10,8,3,8,7,Serious
Male,26,1,5,6,4,8,Dependable
Female,49,1,7,6,7,5,Extraverted
Male,29,5,4,9,3,8,Lively
Female,47,3,3,4,7,4,Extraverted
Male,47,8,5,2,6,5,Extraverted
Female,34,10,10,9,8,7,Responsible
Male,29,9,9,1,6,8,Dependable
Female,29,3,5,8,4,10,Lively
Male,56,7,6,10,5,5,Serious
Female,41,4,10,2,10,4,Lively
Male,56,7,6,6,8,10,Serious
Female,23,5,7,10,9,6,Dependable
Male,56,3,6,6,7,6,Serious
Female,42,6,1,4,1,9,Responsible
Male,26,6,2,7,5,3,Dependable
Female,46,5,7,10,7,8,Extraverted
Male,40,8,2,5,10,1,Responsible
Female,41,6,10,9,9,10,Responsible
Male,60,7,9,10,6,9,Serious
Female,40,8,3,2,2,4,Responsible
Male,28,7,4,10,7,9,Dependable
Female,50,5,3,10,9,2,Extraverted
Male,41,3,8,1,2,8,Lively
Female,32,1,3,5,7,7,Lively
Male,63,10,10,6,8,2,Serious
Female,54,3,9,1,2,9,Extraverted
